name,brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,sentiment
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2016-02-19T00:00:00.000Z,Bought this for my cousins and he absolutely loves it.,Was a gift,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-07-19T00:00:00.000Z,"so far so good,,,, wife very happy. misses her old one....",kindle,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-12-02T00:00:00.000Z,"I or a family member have owned every version of the Kindle since it came out. This version has finally taken all of the best elements of the previous Kindles and combined them into one unit. It is small and light, has both touch screen and button functionality (depending on which you prefer - I'm a fan of the buttons), and an excellent back-light. Kindle battery life has always been excellent, and is no different here. I use my Kindle daily, often for at least an hour at a time. The only downside is that I'm not sure what other features Amazon could add to improve this version, other than perhaps making it lighter weight. By far the best e-reader out there, and a worthy upgrade from a previous version",Best e-reader,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-02-06T00:00:00.000Z,"I really missed my first kindle when my husband gave me a fire 2 years ago. I love to read outside and could not do that with a fire. The voyage is perfect, easy to read anywhere, much longer battery life than a fire. Very happy with it and the buttons are easy to use or you can just tap the screen to turn the page.","Love it, take it everywhere!",Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2016-06-17T00:00:00.000Z,"This is by far the best reader for all lighting environments. The only drawback I see are the constant ads when you log on to the device, and the library interfaceneeds to be more intuitive. However, I'm very satisfied with my purchase and use of this Voyage. I've already read over six books with it in just 3+ weeks.",Terrific reader!,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-12-20T00:00:00.000Z,"One of the things I love the most about my new Kindle is it's size. It slides so nicely into my compact purse, protective case and all. Another thing I've noticed is the lack of glare that I experienced with my old Kindle. It automatically adjusts to the light and I'm looking forward to being able to read it on the beach without a struggle. I also love the battery life - it goes on forever. The case I bought makes it possible to stand my Kindle up in front of me and read while I'm eating - a must for me - I never eat alone ;)",Love Reading with my new Kindle,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2017-03-03T00:00:00.000Z,The voyage is light and has a battery life of Two weeks. In different light settings the Voyage automatically adjusts. My eyes do not get tired from bad lighting. Reading outside is no problem for the Voyage.,Perfect digital reader,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-08-21T00:00:00.000Z,"This eReader is great, I have started reading more now that I have this kindle than when I read paperbacks. If you are torn on buying this for yourself or someone else I can almost guarantee anyone would love this. With enabled dictionaries and X-ray I'm finally able to tackle books with a heavy character list like Game of Thrones. I'm serious, this is so convienent and user friendly. The only negative about this device is the amount of money you will spend on new books in excitement when you first connect to Amazon with it.",Wow,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-08-23T00:00:00.000Z,Kindle Voyage is easily the best e-reader with an impressive high-resolution display and it is very thin and light weight too. Loving it.,best e-reader !,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2017-04-28T00:00:00.000Z,"It is a very good E-Reader, battery lasts for weeks.",Great E-reader,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-07-08T00:00:00.000Z,Do most of my reading on one of my Kindles. Reading in sun light to no light is great. Easier to take anywhere size wise compared to a paperback. Really great for traveling. Download several books so I have a variety to read from. Long charge life.,Love it,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-05-14T00:00:00.000Z,why carry a book when you can have a library at your fingertips? Get one now!,love it,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-07-02T00:00:00.000Z,This is my first e reader. I did ttry my friends papperwhite but voyage is the best of the e reader world. The screen is awesome. I read a lot at night before I sleep and I use to read in my mobile which after sometime feels like my eyes are burning. But with voyage I can read as much time I want. No strain no burning sensation in my eyes. Compared to the papperwhite the screen looks better. Feels like I am actually reading a paper book.,Best e reader anyone can get,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-01-06T00:00:00.000Z,The best kindle that I ever had!It is great if you love reading and really want to have the feel of handling a book.Great for indoor and outdoor reading,Awesome product,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-09-11T00:00:00.000Z,I got this for my sister who is in Paris and she doesn't go anywhere without it. All the benefits of a real book and none of the cons.,Best for reading,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2016-12-31T00:00:00.000Z,"Nice size, nice look,love the feel of turning the page. Great reading experience.",Great Kindle,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-04-18T00:00:00.000Z,"I upgraded my Kindle to the Kindle Voyage because I read in bed and the lamp kept my husband awake. I thought I would be able to use this Kindle without the lamp, but for me it is hard to read with the room completely dark even though the back lighting is adjustable. I still use the Kindle with the lamp on, but tilted to the floor so that there is just a little light in the room....I bought the magnetic case so when I open the lid, the Kindle wakes up. It is a little smaller than my old Kindle and fits in my purse perfectly. All in All I LOVE it and would highly recommend it.",Light weight and easy on the eyes,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2017-10-07T00:00:00.000Z,I had been reading books on my iPad for years and finally broke down to get a kindle. It's exactly what I hoped. The screen is easy to read in any light. It's a light weight and size and easy to stow away in a small bag.,Great first kindle,Positive
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-01-16T00:00:00.000Z,"Overall I've been very happy with my new Kindle Voyage, the screen is much sharper than my wife's paperwhite (v1) and the backlight is much more even. I've also been very happy with the page turn buttons. It makes it significantly more convenient to turn pages than using the screen and the pressure and feedback both seem about right. The only issue I have that keeps this from earning 5 stars is that the backlight on the screen has a slightly two-tone hue. It is somewhat yellowish on top and bluish on the bottom of the screen. It isn't something that really distracts from reading but it is noticeable when looking for it. Fix this so the coloring is even and it is really a perfect ereader.",Best Kindle but not Perfect,Positive
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,Amazon,"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers",Electronics,2016-09-30T00:00:00.000Z,Bought this charger for the Kindle voyage and its great.,Fast Charger,Positive
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,Amazon,"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers",Electronics,2016-09-02T00:00:00.000Z,"After purchasing 2 different ""brand X"" charges at a lower cost, and having both of them fail after a couple weeks of use, I purchased this OEM charger (made by Amazon) for our Kindle Fire. Not only does it work well (continuously) but it fully charges the unit in a matter of 2 hours, instead of overnight charging being required. Still works great, and well worth the few dollars extra in price!",Still living up to expectations,Positive
